

"NE Operation Log Records_20210611_184457"
"Save Time: 2021-06-11 18:45:07"
"User Name:admin"
""

"Total 3,099 Records"

"User","User Type","Terminal","Start Time","End Time","Result","Command","Rollback Command","Information","NE Type","NE Name"
minjaj,EMS,10.12.12.137,2021-05-07 23:46:47,2021-05-07 23:46:47,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 23:46:45,2021-05-07 23:46:45,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.137---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""15043B34EC6AC8D11B04D8DB04B0A552"",SID=81839314;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 23:21:42,2021-05-07 23:21:42,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 23:21:41,2021-05-07 23:21:41,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=583157051;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 23:17:56,2021-05-07 23:17:56,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.12.137---O&M System"",AUTHTYPE=CHAP,RAND=""58464B57C0D3CF167D886E622EE7FF51"",SID=583157051;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 23:17:48,2021-05-07 23:17:48,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 23:17:46,2021-05-07 23:17:46,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 22:21:37,2021-05-07 22:21:37,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=518741759;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 22:21:18,2021-05-07 22:21:18,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 22:21:17,2021-05-07 22:21:17,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.137---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""394AC5633120BBA298F954342AB1A54A"",SID=518741759;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.137,2021-05-07 22:21:15,2021-05-07 22:21:15,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
EMS\vmhina,EMS,192.168.104.37,2021-05-21 15:51:29,2021-05-21 15:51:29,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043032"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
minjaj,EMS,10.12.12.30,2021-05-28 11:41:41,2021-05-28 11:41:41,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.30---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""A5E85A7568072E074D9B8DFC7AE3B8CF"",SID=2218475008;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:36:05,2021-05-28 11:36:05,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255759533887"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:35:40,2021-05-28 11:35:40,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.12.30---O&M System"",AUTHTYPE=CHAP,RAND=""075CD4C29304A03BD496D4B3485737AB"",SID=3519390363;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:35:32,2021-05-28 11:35:32,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:35:25,2021-05-28 11:35:25,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.30---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""EBEC3CBF00DE436E200473BCE78C61C1"",SID=3519390363;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:35:09,2021-05-28 11:35:09,Failed,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.30---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""FE5C10BEC733A6A38434B05CCA3A85E1"",SID=512052167;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Invalid user name or password,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:25,2021-05-28 11:33:25,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:25,2021-05-28 11:33:25,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=3773342324;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:06,2021-05-28 11:33:06,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:03,2021-05-28 11:33:03,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
EMS\vmhina,EMS,192.168.104.37,2021-05-07 08:57:24,2021-05-07 08:57:24,Failed,"DSP IMSI: MSISDN=""255744846868"";", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-07 09:13:43,2021-05-07 09:13:43,Failed,"DSP IMSI: MSISDN=""255743693048"";", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-07 10:17:21,2021-05-07 10:17:21,Failed,"DSP IMSI: MSISDN=""255744846868"";", ,Record does not exist.(1354764291),USN,MbeziUS9810
hmogasa,EMS,192.168.104.37,2021-05-07 12:26:45,2021-05-07 12:26:45,Succeeded,"LGI REQUEST:OP=""hmogasa"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;", ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:32,2021-05-07 12:13:32,Succeeded,refresh-service, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:31,2021-05-07 12:13:31,Succeeded,rule-binding rl_mpesa_merchant_app_zr_he priority 1000, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:31,2021-05-07 12:13:31,Succeeded,rule-enrichment rule rl_mpesa_merchant_app_zr_he header-enrichment enable, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:30,2021-05-07 12:13:30,Succeeded,category-group cg_rg888_mpesa_merchant_app charge-property cp_charge_v_rg888 action-property he_mpesa_merchant_app, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:29,2021-05-07 12:13:29,Succeeded,undo l7-info l7i_mpesa_merchant_app_01, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:28,2021-05-07 12:13:28,Succeeded,undo l7-info-group l7ig_mpesa_merchant_app l7-info l7i_mpesa_merchant_app_01, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:28,2021-05-07 12:13:28,Succeeded,undo l7-rule l7r_mpesa_merchant_app, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:27,2021-05-07 12:13:27,Succeeded,quit, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-07 12:13:26,2021-05-07 12:13:26,Succeeded,user-profile crn_abovethreshold, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:07:22,2021-05-07 08:07:22,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255746738922"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:05:20,2021-05-07 08:05:20,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.202---O&M System"",AUTHTYPE=CHAP,RAND=""2EB195A5C70C46D616D8D23911DD6A03"",SID=2118345903;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:05:09,2021-05-07 08:05:09,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:05:02,2021-05-07 08:05:02,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.15.202---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""AB837A8F19D12759173F0C8FAA34CBD8"",SID=2118345903;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.202,2021-05-07 08:05:01,2021-05-07 08:05:01,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
EMS\vmhina,EMS,192.168.104.37,2021-05-14 10:52:48,2021-05-14 10:52:48,Failed,"DSP IMSI: MSISDN=""255769248849"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 09:50:24,2021-05-21 09:50:24,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043292"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 12:18:07,2021-05-21 12:18:07,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043220"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 12:35:29,2021-05-21 12:35:29,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043220"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 13:03:53,2021-05-21 13:03:53,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043220"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 13:52:13,2021-05-21 13:52:13,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045006551343"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 14:07:37,2021-05-21 14:07:37,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043088"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 14:08:00,2021-05-21 14:08:00,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043088"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 14:08:48,2021-05-21 14:08:48,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043088"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 14:09:03,2021-05-21 14:09:03,Succeeded,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043088"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 14:09:13,2021-05-21 14:09:13,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043088"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 14:12:06,2021-05-21 14:12:06,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043088"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 15:54:22,2021-05-21 15:54:22,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043243"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-21 16:03:31,2021-05-21 16:03:31,Succeeded,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043032"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\minjaj,EMS,192.168.104.37,2021-05-28 09:31:37,2021-05-28 09:31:37,Succeeded,LST DMRTGRP:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,MbeziUS9810
EMS\minjaj,EMS,192.168.104.37,2021-05-28 09:32:16,2021-05-28 09:32:16,Succeeded,LST DMPE:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,MbeziUS9810
EMS\minjaj,EMS,192.168.104.37,2021-05-28 09:32:42,2021-05-28 09:32:42,Succeeded,DSP DMLKS:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-28 13:24:05,2021-05-28 13:24:06,Succeeded,DSP S1APLNK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-28 14:14:52,2021-05-28 14:14:52,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045006551496"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-28 15:22:14,2021-05-28 15:22:14,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640044168970333"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
minjaj,EMS,10.12.12.30,2021-05-28 11:42:06,2021-05-28 11:42:06,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.30---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""8EA6C16F1A56EE92A0D15B897E2DA0F4"",SID=598093575;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:36,2021-05-28 11:33:36,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:36,2021-05-28 11:33:36,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=969829079;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:23,2021-05-28 11:33:23,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.30,2021-05-28 11:33:20,2021-05-28 11:33:20,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
EMS\vmhina,EMS,192.168.104.37,2021-05-06 13:08:32,2021-05-06 13:08:32,Failed,"DSP IMSI: MSISDN=""255743693048"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-06 13:44:55,2021-05-06 13:44:55,Failed,"DSP IMSI: MSISDN=""255744846868"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-06 15:25:55,2021-05-06 15:25:55,Failed,"DSP IMSI: MSISDN=""255758049470"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-06 15:26:56,2021-05-06 15:26:56,Succeeded,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045025702915"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-06 15:29:49,2021-05-06 15:29:49,Failed,"DSP IMSI: MSISDN=""255758049470"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
minjaj,EMS,10.12.15.112,2021-05-06 18:30:34,2021-05-06 18:30:34,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.112---O&M System"",AUTHTYPE=CHAP,RAND=""441BCF2CDA026CECADD2E02B63D39297"",SID=1285411224;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:30:15,2021-05-06 18:30:15,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:30:14,2021-05-06 18:30:14,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=2224494669;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:26:57,2021-05-06 18:26:57,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.112---O&M System"",AUTHTYPE=CHAP,RAND=""0DBFAC5FCD28E070152EDD8DAEEBE610"",SID=1285411224;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:26:50,2021-05-06 18:26:50,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:26:48,2021-05-06 18:26:48,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:26:41,2021-05-06 18:26:41,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.112---O&M System"",AUTHTYPE=CHAP,RAND=""42FE7539E765D749B0AF7DC51E6AA290"",SID=2224494669;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:26:32,2021-05-06 18:26:32,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.112,2021-05-06 18:26:30,2021-05-06 18:26:30,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
